Name of Plant,Installed Capacity (MW),Type,Location (District),Latitude,Longitude,State,Date of Commissioning,Average domestic electricity rates in Rs./KWh,Per capita electricity consumption in KWh,Solar Rad Monthly,Solar Rad Annual,poa monthly
Sharda Construction And Corporation\rPrivate Limited,4,Solar,Bidar,17.9,77.55,Karnataka,18-Apr-2016,7.5,1396,"[6.226771354675293, 6.8395161628723145, 6.796945095062256, 6.646835803985596, 6.245396137237549, 5.219132423400879, 4.637387752532959, 4.8100810050964355, 5.629140377044678, 6.030284404754639, 6.041515827178955, 6.097965240478516]",5.935081482,"[193.0299072265625, 191.50645446777344, 210.70529174804688, 199.4050750732422, 193.60728454589844, 156.573974609375, 143.75901794433594, 149.11251831054688, 168.87420654296875, 186.93881225585938, 181.24546813964844, 189.03692626953125]"
K K Rao Engineering Works Pvt Ltd,3,Solar,Bidar,17.9,77.55,Karnataka,21-May-2016,7.5,1396,"[6.226771354675293, 6.8395161628723145, 6.796945095062256, 6.646835803985596, 6.245396137237549, 5.219132423400879, 4.637387752532959, 4.8100810050964355, 5.629140377044678, 6.030284404754639, 6.041515827178955, 6.097965240478516]",5.935081482,"[193.0299072265625, 191.50645446777344, 210.70529174804688, 199.4050750732422, 193.60728454589844, 156.573974609375, 143.75901794433594, 149.11251831054688, 168.87420654296875, 186.93881225585938, 181.24546813964844, 189.03692626953125]"
RNS infrastructure,9,Solar,Tumkur,13.34004,77.10151,Karnataka,24-Jun-2016,7.5,1396,"[6.72370719909668, 7.031337738037109, 7.14536190032959, 6.708840370178223, 6.218790054321289, 5.393377780914307, 4.864834308624268, 4.949060440063477, 5.722094535827637, 5.65501070022583, 5.882659912109375, 5.9931159019470215]",6.024015903,"[208.43492126464844, 196.87745666503906, 221.5062255859375, 201.2652130126953, 192.78248596191406, 161.80133056640625, 150.8098602294922, 153.42086791992188, 171.662841796875, 175.30532836914062, 176.47979736328125, 185.78659057617188]"
M/s. Welspun Renewables Energy Pvt. Ltd.,50,Solar,Chitradurga,14.22049,76.39956,Karnataka,13-Jul-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
M/s. Welspun Renewables Energy Pvt. Ltd.,34,Solar,Chitradurga,14.22049,76.39956,Karnataka,14-Jul-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
M/s. Bhoruka Power Corporation Limited,20,Solar,Chitradurga,14.22049,76.39956,Karnataka,25-Aug-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
B. Gopalreddy,3,Solar,Chitradurga,14.22049,76.39956,Karnataka,26-Oct-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
Anupkumar.K.Hanchinal,1,Solar,Chitradurga,14.22049,76.39956,Karnataka,15-Nov-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
Mandi Durgappa,1,Solar,Chitradurga,14.22049,76.39956,Karnataka,18-Nov-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
M V Rajaiah,1,Solar,Chamarajanagar,11.9224,76.93936,Karnataka,20-Nov-2016,7.5,1396,"[6.4955267906188965, 6.9295735359191895, 6.939887523651123, 6.462687969207764, 6.034638404846191, 5.4148268699646, 5.0018439292907715, 5.177089691162109, 5.834015846252441, 5.6441168785095215, 5.6871724128723145, 6.092402458190918]",5.976148129,"[201.361328125, 194.02806091308594, 215.1365203857422, 193.88064575195312, 187.07379150390625, 162.44480895996094, 155.05715942382812, 160.48977661132812, 175.02047729492188, 174.96762084960938, 170.61517333984375, 188.86447143554688]"
G.Vishwanatha Reddy,1,Solar,Bellary,15.145,76.92824,Karnataka,2-Dec-2016,7.5,1396,"[6.524338722229004, 6.897164344787598, 6.952855110168457, 6.704747200012207, 6.141530990600586, 5.400691032409668, 5.143268585205078, 5.366055488586426, 5.805473804473877, 5.830264568328857, 5.730289936065674, 5.923473834991455]",6.035013199,"[202.25450134277344, 193.12060546875, 215.53851318359375, 201.1424102783203, 190.38746643066406, 162.02073669433594, 159.4413299560547, 166.34771728515625, 174.16421508789062, 180.7382049560547, 171.90869140625, 183.627685546875]"
M/s. Surana Telecom and Power Limited\r(M/s Celestail Solar Solutions Pvt Ltd),10,Solar,Chitradurga,14.22049,76.39956,Karnataka,11-Dec-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
Photon suryakiran Pvt Ltd        (M/s. Today\rGreen Power Pvt. Ltd.),10,Solar,Chitradurga,14.22049,76.39956,Karnataka,13-Dec-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
P.Satyanarayana,1,Solar,Raichur,16.2,77.36667,Karnataka,16-Dec-2016,7.5,1396,"[6.24662971496582, 6.92872953414917, 7.1154093742370605, 6.824744701385498, 6.3050360679626465, 5.441603183746338, 5.126779079437256, 5.233230113983154, 5.7222418785095215, 5.813742637634277, 5.991031169891357, 6.046778202056885]",6.066329479,"[193.64552307128906, 194.00442504882812, 220.57769775390625, 204.74234008789062, 195.45611572265625, 163.2480926513672, 158.93014526367188, 162.23013305664062, 171.66725158691406, 180.2260284423828, 179.73094177246094, 187.4501190185547]"
Laxmidevi W/O Veeranagouda Patil,1,Solar,Koppal,15.32956,76.15266,Karnataka,17-Dec-2016,7.5,1396,"[6.557862758636475, 7.1042375564575195, 7.149910926818848, 6.793835639953613, 6.147284984588623, 5.279022693634033, 4.884997844696045, 4.9302592277526855, 5.551705837249756, 5.911116600036621, 6.021420001983643, 6.143105983734131]",6.039563656,"[203.2937469482422, 198.9186553955078, 221.64723205566406, 203.8150634765625, 190.5658416748047, 158.3706817626953, 151.4349365234375, 152.83804321289062, 166.55117797851562, 183.24461364746094, 180.64259338378906, 190.436279296875]"
Sharangouda S/O Rudragouda Patil,1,Solar,Chitradurga,14.22049,76.39956,Karnataka,17-Dec-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
Shekarappa S/O Erappa Kavaloor,1,Solar,Koppal,15.32956,76.15266,Karnataka,17-Dec-2016,7.5,1396,"[6.557862758636475, 7.1042375564575195, 7.149910926818848, 6.793835639953613, 6.147284984588623, 5.279022693634033, 4.884997844696045, 4.9302592277526855, 5.551705837249756, 5.911116600036621, 6.021420001983643, 6.143105983734131]",6.039563656,"[203.2937469482422, 198.9186553955078, 221.64723205566406, 203.8150634765625, 190.5658416748047, 158.3706817626953, 151.4349365234375, 152.83804321289062, 166.55117797851562, 183.24461364746094, 180.64259338378906, 190.436279296875]"
C S Nanjundaiah,2,Solar,Tumkur,13.34004,77.10151,Karnataka,17-Dec-2016,7.5,1396,"[6.72370719909668, 7.031337738037109, 7.14536190032959, 6.708840370178223, 6.218790054321289, 5.393377780914307, 4.864834308624268, 4.949060440063477, 5.722094535827637, 5.65501070022583, 5.882659912109375, 5.9931159019470215]",6.024015903,"[208.43492126464844, 196.87745666503906, 221.5062255859375, 201.2652130126953, 192.78248596191406, 161.80133056640625, 150.8098602294922, 153.42086791992188, 171.662841796875, 175.30532836914062, 176.47979736328125, 185.78659057617188]"
R Lakshmidevamma,2,Solar,Chitradurga,14.22049,76.39956,Karnataka,17-Dec-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
Prema Vijayendra,1,Solar,Tumkur,13.34004,77.10151,Karnataka,19-Dec-2016,7.5,1396,"[6.72370719909668, 7.031337738037109, 7.14536190032959, 6.708840370178223, 6.218790054321289, 5.393377780914307, 4.864834308624268, 4.949060440063477, 5.722094535827637, 5.65501070022583, 5.882659912109375, 5.9931159019470215]",6.024015903,"[208.43492126464844, 196.87745666503906, 221.5062255859375, 201.2652130126953, 192.78248596191406, 161.80133056640625, 150.8098602294922, 153.42086791992188, 171.662841796875, 175.30532836914062, 176.47979736328125, 185.78659057617188]"
Srinivasa Shetty,3,Solar,Chitradurga,14.22049,76.39956,Karnataka,19-Dec-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
Rayappa Poojari,1,Solar,Bagalkote,16.16623,75.65415,Karnataka,20-Dec-2016,7.5,1396,"[6.3819990158081055, 6.961212635040283, 7.101330757141113, 6.888885021209717, 6.281296730041504, 5.394627094268799, 4.855495929718018, 5.036441802978516, 5.700096607208252, 5.874797821044922, 6.072793960571289, 6.010568618774414]",6.046628475,"[197.8419647216797, 194.91395568847656, 220.14125061035156, 206.6665496826172, 194.72019958496094, 161.83880615234375, 150.52037048339844, 156.12969970703125, 171.00289916992188, 182.1187286376953, 182.18382263183594, 186.32762145996094]"
P.Somchandra,3,Solar,Raichur,16.2,77.36667,Karnataka,20-Dec-2016,7.5,1396,"[6.24662971496582, 6.92872953414917, 7.1154093742370605, 6.824744701385498, 6.3050360679626465, 5.441603183746338, 5.126779079437256, 5.233230113983154, 5.7222418785095215, 5.813742637634277, 5.991031169891357, 6.046778202056885]",6.066329479,"[193.64552307128906, 194.00442504882812, 220.57769775390625, 204.74234008789062, 195.45611572265625, 163.2480926513672, 158.93014526367188, 162.23013305664062, 171.66725158691406, 180.2260284423828, 179.73094177246094, 187.4501190185547]"
Jayalakshmi,1,Solar,Chitradurga,14.22049,76.39956,Karnataka,20-Dec-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
P.Vani,3,Solar,Raichur,16.2,77.36667,Karnataka,20-Dec-2016,7.5,1396,"[6.24662971496582, 6.92872953414917, 7.1154093742370605, 6.824744701385498, 6.3050360679626465, 5.441603183746338, 5.126779079437256, 5.233230113983154, 5.7222418785095215, 5.813742637634277, 5.991031169891357, 6.046778202056885]",6.066329479,"[193.64552307128906, 194.00442504882812, 220.57769775390625, 204.74234008789062, 195.45611572265625, 163.2480926513672, 158.93014526367188, 162.23013305664062, 171.66725158691406, 180.2260284423828, 179.73094177246094, 187.4501190185547]"
P.Venkat Raju,3,Solar,Raichur,16.2,77.36667,Karnataka,20-Dec-2016,7.5,1396,"[6.24662971496582, 6.92872953414917, 7.1154093742370605, 6.824744701385498, 6.3050360679626465, 5.441603183746338, 5.126779079437256, 5.233230113983154, 5.7222418785095215, 5.813742637634277, 5.991031169891357, 6.046778202056885]",6.066329479,"[193.64552307128906, 194.00442504882812, 220.57769775390625, 204.74234008789062, 195.45611572265625, 163.2480926513672, 158.93014526367188, 162.23013305664062, 171.66725158691406, 180.2260284423828, 179.73094177246094, 187.4501190185547]"
S.Lakshmipathi Raju,3,Solar,Raichur,16.2,77.36667,Karnataka,21-Dec-2016,7.5,1396,"[6.24662971496582, 6.92872953414917, 7.1154093742370605, 6.824744701385498, 6.3050360679626465, 5.441603183746338, 5.126779079437256, 5.233230113983154, 5.7222418785095215, 5.813742637634277, 5.991031169891357, 6.046778202056885]",6.066329479,"[193.64552307128906, 194.00442504882812, 220.57769775390625, 204.74234008789062, 195.45611572265625, 163.2480926513672, 158.93014526367188, 162.23013305664062, 171.66725158691406, 180.2260284423828, 179.73094177246094, 187.4501190185547]"
Lakshmamma,1,Solar,Tumkur,13.34004,77.10151,Karnataka,23-Dec-2016,7.5,1396,"[6.72370719909668, 7.031337738037109, 7.14536190032959, 6.708840370178223, 6.218790054321289, 5.393377780914307, 4.864834308624268, 4.949060440063477, 5.722094535827637, 5.65501070022583, 5.882659912109375, 5.9931159019470215]",6.024015903,"[208.43492126464844, 196.87745666503906, 221.5062255859375, 201.2652130126953, 192.78248596191406, 161.80133056640625, 150.8098602294922, 153.42086791992188, 171.662841796875, 175.30532836914062, 176.47979736328125, 185.78659057617188]"
Latha V Naik,3,Solar,Chitradurga,14.22049,76.39956,Karnataka,23-Dec-2016,7.5,1396,"[6.626783847808838, 7.110927104949951, 7.0209150314331055, 6.849549293518066, 6.159091472625732, 5.388680934906006, 4.9555792808532715, 5.16971492767334, 5.7304229736328125, 5.9024834632873535, 5.821478366851807, 6.1640849113464355]",6.074975967,"[205.4302978515625, 199.10595703125, 217.6483612060547, 205.48648071289062, 190.9318389892578, 161.66043090820312, 153.62295532226562, 160.26116943359375, 171.91268920898438, 182.97698974609375, 174.64434814453125, 191.08663940429688]"
Seetabai G Desai,3,Solar,Gadag,15.43312,75.63545,Karnataka,23-Dec-2016,7.5,1396,"[6.577765941619873, 6.992859363555908, 7.105634689331055, 6.734041690826416, 6.246201038360596, 5.363499641418457, 4.96417236328125, 5.09077262878418, 5.745802879333496, 5.820140361785889, 5.949516296386719, 6.192667007446289]",6.065256119,"[203.91075134277344, 195.80006408691406, 220.27467346191406, 202.02125549316406, 193.63223266601562, 160.9049835205078, 153.88934326171875, 157.81394958496094, 172.37408447265625, 180.42434692382812, 178.48548889160156, 191.97267150878906]"
Hosamani Shekharaj,1,Solar,Gadag,15.43312,75.63545,Karnataka,23-Dec-2016,7.5,1396,"[6.577765941619873, 6.992859363555908, 7.105634689331055, 6.734041690826416, 6.246201038360596, 5.363499641418457, 4.96417236328125, 5.09077262878418, 5.745802879333496, 5.820140361785889, 5.949516296386719, 6.192667007446289]",6.065256119,"[203.91075134277344, 195.80006408691406, 220.27467346191406, 202.02125549316406, 193.63223266601562, 160.9049835205078, 153.88934326171875, 157.81394958496094, 172.37408447265625, 180.42434692382812, 178.48548889160156, 191.97267150878906]"
